genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_014280095.1_ASM1428009v1	1050655	1050655	Synechococcus sp. A15-60	/path/to/GCF_014280095.1_ASM1428009v1_genomic.fna
GCF_014280075.1_ASM1428007v1	1050657	1050657	Synechococcus sp. A15-62	/path/to/GCF_014280075.1_ASM1428007v1_genomic.fna
GCF_014279555.1_ASM1427955v1	1050714	1050714	Synechococcus sp. SYN20	/path/to/GCF_014279555.1_ASM1427955v1_genomic.fna
GCF_000772105.1_ASM77210v1	1051646	29498	Vibrio tubiashii ATCC 19109	/path/to/GCF_000772105.1_ASM77210v1_genomic.fna
GCF_001620305.1_ASM162030v1	1051973	1828	Rhodococcus fascians D188	/path/to/GCF_001620305.1_ASM162030v1_genomic.fna
GCF_000576145.2_ASM57614v2	1052095	364410	Granulibacter bethesdensis CGDNIH4	/path/to/GCF_000576145.2_ASM57614v2_genomic.fna
GCF_000227465.1_ASM22746v1	1052585	96241	Bacillus subtilis subsp. spizizenii TU-B-10	/path/to/GCF_000227465.1_ASM22746v1_genomic.fna
GCF_013201665.1_ASM1320166v1	1054033	1054033	Arcobacter venerupis	/path/to/GCF_013201665.1_ASM1320166v1_genomic.fna
GCF_013201935.1_ASM1320193v1	1054034	1054034	Arcobacter cloacae	/path/to/GCF_013201935.1_ASM1320193v1_genomic.fna
GCF_000221985.1_ASM22198v1	1054460	257758	Streptococcus pseudopneumoniae IS7493	/path/to/GCF_000221985.1_ASM22198v1_genomic.fna
GCF_009931455.1_ASM993145v1	1055101	1055101	Cobetia pacifica	/path/to/GCF_009931455.1_ASM993145v1_genomic.fna
GCF_020217465.1_ASM2021746v1	1055104	1055104	Cobetia amphilecti	/path/to/GCF_020217465.1_ASM2021746v1_genomic.fna
GCF_000236215.2_ASM23621v4	1055524	95486	Burkholderia cenocepacia H111	/path/to/GCF_000236215.2_ASM23621v4_genomic.fna
GCF_000255955.1_ASM25595v1	1055527	210	Helicobacter pylori ELS37	/path/to/GCF_000255955.1_ASM25595v1_genomic.fna
GCF_022749515.1_ASM2274951v1	1056807	1056807	Morococcus cerebrosus	/path/to/GCF_022749515.1_ASM2274951v1_genomic.fna
GCF_003010495.1_ASM301049v1	1064535	907	Megasphaera elsdenii DSM 20460	/path/to/GCF_003010495.1_ASM301049v1_genomic.fna
GCF_028571405.1_ASM2857140v1	1068590	1068590	Rickettsia asembonensis	/path/to/GCF_028571405.1_ASM2857140v1_genomic.fna
GCF_000739085.1_ASM73908v1	1068978	1814	Amycolatopsis methanolica 239	/path/to/GCF_000739085.1_ASM73908v1_genomic.fna
GCF_027946175.1_ASM2794617v1	1069081	269259	Nitratiruptor tergarcus DSM 16512	/path/to/GCF_027946175.1_ASM2794617v1_genomic.fna
GCF_010731835.1_ASM1073183v1	1069220	1069220	Mycolicibacillus koreensis	/path/to/GCF_010731835.1_ASM1073183v1_genomic.fna
GCF_022370835.2_ASM2237083v2	1069221	1069221	Mycolicibacillus parakoreensis	/path/to/GCF_022370835.2_ASM2237083v2_genomic.fna
GCF_000224985.1_ASM22498v1	1069534	1623	Ligilactobacillus ruminis ATCC 27782	/path/to/GCF_000224985.1_ASM22498v1_genomic.fna
GCF_900048035.1_GEFVIR	1070130	1070130	Candidatus Gullanella endobia	/path/to/GCF_900048035.1_GEFVIR_genomic.fna
GCF_000465465.2_ASM46546v2	1071078	1071078	Bacillus sp. NSP9.1	/path/to/GCF_000465465.2_ASM46546v2_genomic.fna
GCF_000469135.2_ASM46913v2	1071080	1071080	Bacillus sp. SB49	/path/to/GCF_000469135.2_ASM46913v2_genomic.fna
GCF_000298115.2_ASM29811v2	1071400	1581	Lentilactobacillus buchneri subsp. silagei CD034	/path/to/GCF_000298115.2_ASM29811v2_genomic.fna
GCF_022879615.1_ASM2287961v1	1071679	1071679	Caballeronia grimmiae	/path/to/GCF_022879615.1_ASM2287961v1_genomic.fna
GCF_029026145.1_ASM2902614v1	1071983	1071983	Legionella cardiaca	/path/to/GCF_029026145.1_ASM2902614v1_genomic.fna
GCF_001021065.1_ASM102106v1	1072256	1072256	Corynebacterium uterequi	/path/to/GCF_001021065.1_ASM102106v1_genomic.fna
GCF_003991875.1_ASM399187v1	1072463	1072463	Microbacterium lemovicicum	/path/to/GCF_003991875.1_ASM399187v1_genomic.fna
GCF_000334405.1_ASM33440v1	1072467	367806	Blattabacterium sp. (Blatta orientalis) str. Tarazona	/path/to/GCF_000334405.1_ASM33440v1_genomic.fna
GCF_000743945.1_ASM74394v1	1072685	1472345	Basilea psittacipulmonis DSM 24701	/path/to/GCF_000743945.1_ASM74394v1_genomic.fna
GCF_000981585.1_SBR5_T_	1073571	483937	Paenibacillus riograndensis SBR5	/path/to/GCF_000981585.1_SBR5_T__genomic.fna
GCF_001277255.1_ASM127725v1	1073999	1163710	Cronobacter condimenti 1330	/path/to/GCF_001277255.1_ASM127725v1_genomic.fna
GCF_001277175.1_ASM127717v1	1074000	535744	Cronobacter universalis NCTC 9529	/path/to/GCF_001277175.1_ASM127717v1_genomic.fna
GCF_003544875.1_ASM354487v1	1074311.1	1074311	Vibrio alfacsensis	/path/to/GCF_003544875.1_ASM354487v1_genomic.fna
GCF_019670485.1_ASM1967048v1	1074311.2	1074311	Vibrio alfacsensis	/path/to/GCF_019670485.1_ASM1967048v1_genomic.fna
GCF_019670025.1_ASM1967002v1	1074311.3	1074311	Vibrio alfacsensis	/path/to/GCF_019670025.1_ASM1967002v1_genomic.fna
GCF_000831645.3_ASM83164v3	1074467	1074467	Companilactobacillus heilongjiangensis	/path/to/GCF_000831645.3_ASM83164v3_genomic.fna
GCF_000233435.1_ASM23343v1	1074889	39768	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	/path/to/GCF_000233435.1_ASM23343v1_genomic.fna
GCF_000236405.1_ASM23640v1	1075399	1075399	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	/path/to/GCF_000236405.1_ASM23640v1_genomic.fna
GCF_011764545.1_ASM1176454v1	1076124	1076124	Phytohabitans flavus	/path/to/GCF_011764545.1_ASM1176454v1_genomic.fna
GCF_000759475.1_ASM75947v1	1076550	1076550	Pantoea rwandensis	/path/to/GCF_000759475.1_ASM75947v1_genomic.fna
GCF_000828615.1_ASM82861v1	1076588	1076588	Thiolapillus brandeum	/path/to/GCF_000828615.1_ASM82861v1_genomic.fna
GCF_002006565.1_ASM200656v1	1076596	1076596	Acetobacter persici	/path/to/GCF_002006565.1_ASM200656v1_genomic.fna
GCF_020541225.1_ASM2054122v1	1076626	1076626	Candidatus Steffania adelgidicola	/path/to/GCF_020541225.1_ASM2054122v1_genomic.fna
GCF_021052325.1_ASM2105232v1	1076926	1076926	Rhizobium laguerreae	/path/to/GCF_021052325.1_ASM2105232v1_genomic.fna
GCF_000441535.1_ASM44153v1	1076934	150055	Streptococcus lutetiensis 033	/path/to/GCF_000441535.1_ASM44153v1_genomic.fna
GCF_002847445.1_ASM284744v1	1077935	1077935	Paracoccus zhejiangensis	/path/to/GCF_002847445.1_ASM284744v1_genomic.fna
GCF_003627815.1_ASM362781v1	1077946	1077946	Streptomyces hundungensis	/path/to/GCF_003627815.1_ASM362781v1_genomic.fna
GCF_008001015.1_ASM800101v1	1078471	1078471	Serinicoccus profundi	/path/to/GCF_008001015.1_ASM800101v1_genomic.fna
GCF_001483945.1_ASM148394v1	1078773	80842	Herbaspirillum rubrisubalbicans M1	/path/to/GCF_001483945.1_ASM148394v1_genomic.fna
GCF_900236505.1_NRRL3882	1079985.1	1969	Streptomyces chartreusis NRRL 3882	/path/to/GCF_900236505.1_NRRL3882_genomic.fna
GCF_900236475.1_NRRL3882	1079985.2	1969	Streptomyces chartreusis NRRL 3882	/path/to/GCF_900236475.1_NRRL3882_genomic.fna
GCF_001548395.1_ASM154839v1	1080068	1080068	Leptolyngbya sp. O-77	/path/to/GCF_001548395.1_ASM154839v1_genomic.fna
GCF_004214795.1_ASM421479v1	1080223	1080223	Malaciobacter pacificus	/path/to/GCF_004214795.1_ASM421479v1_genomic.fna
GCF_019923585.1_ASM1992358v1	1081631.1	1081631	Candidatus Schneideria nysicola	/path/to/GCF_019923585.1_ASM1992358v1_genomic.fna
GCF_019923565.1_ASM1992356v1	1081631.2	1081631	Candidatus Schneideria nysicola	/path/to/GCF_019923565.1_ASM1992356v1_genomic.fna
GCF_019923545.1_ASM1992354v1	1081631.3	1081631	Candidatus Schneideria nysicola	/path/to/GCF_019923545.1_ASM1992354v1_genomic.fna
GCF_000239475.1_ASM23947v1	1081646	29519	Borreliella garinii BgVir	/path/to/GCF_000239475.1_ASM23947v1_genomic.fna
GCF_010977575.1_ASM1097757v1	1081866	1081866	Halomonas socia	/path/to/GCF_010977575.1_ASM1097757v1_genomic.fna
GCF_000226035.2_ASM22603v3	1081940	303	Pseudomonas putida B6-2	/path/to/GCF_000226035.2_ASM22603v3_genomic.fna
GCF_003515985.1_ASM351598v1	1082704	1082704	Lonsdalea britannica	/path/to/GCF_003515985.1_ASM351598v1_genomic.fna
GCF_002158865.1_ASM215886v1	1082851	1082851	Comamonas serinivorans	/path/to/GCF_002158865.1_ASM215886v1_genomic.fna
GCF_001686985.1_ASM168698v1	1082933	71433	Mesorhizobium amorphae CCNWGS0123	/path/to/GCF_001686985.1_ASM168698v1_genomic.fna
GCF_000226565.1_ASM22656v1	1085623	300231	Glaciecola nitratireducens FR1064	/path/to/GCF_000226565.1_ASM22656v1_genomic.fna
GCF_001308105.1_ASM130810v1	1085624	1085624	Persicobacter sp. JZB09	/path/to/GCF_001308105.1_ASM130810v1_genomic.fna
GCF_012222825.1_ASM1222282v1	1085644	1085644	Allofrancisella frigidaquae	/path/to/GCF_012222825.1_ASM1222282v1_genomic.fna
GCF_012222965.1_ASM1222296v1	1085647	1085647	Allofrancisella inopinata	/path/to/GCF_012222965.1_ASM1222296v1_genomic.fna
GCF_004799585.1_ASM479958v1	1086030	623	Shigella flexneri 5a str. M90T	/path/to/GCF_004799585.1_ASM479958v1_genomic.fna
GCF_001653955.1_ASM165395v1	1086726	954	Francisella persica ATCC VR-331	/path/to/GCF_001653955.1_ASM165395v1_genomic.fna
GCF_000299435.1_ASM29943v1	1087448	132920	Exiguobacterium antarcticum B7	/path/to/GCF_000299435.1_ASM29943v1_genomic.fna
GCF_000259155.4_ASM25915v4	1087451	1719	Corynebacterium pseudotuberculosis 31	/path/to/GCF_000259155.4_ASM25915v4_genomic.fna
GCF_000767465.1_ASM76746v1	1088721	205844	Novosphingobium pentaromativorans US6-1	/path/to/GCF_000767465.1_ASM76746v1_genomic.fna
GCF_001885235.1_ASM188523v1	1088883	622488	Francisella hispaniensis FSC454	/path/to/GCF_001885235.1_ASM188523v1_genomic.fna
GCF_014844275.1_ASM1484427v1	1089434	657445	Francisella noatunensis subsp. noatunensis FSC774	/path/to/GCF_014844275.1_ASM1484427v1_genomic.fna
GCF_003718335.1_ASM371833v1	1089444.1	1089444	Dickeya solani	/path/to/GCF_003718335.1_ASM371833v1_genomic.fna
GCF_001401705.2_ASM140170v2	1089444.2	1089444	Dickeya solani	/path/to/GCF_001401705.2_ASM140170v2_genomic.fna
GCF_000305935.1_ASM30593v1	1089553	85874	Thermacetogenium phaeum DSM 12270	/path/to/GCF_000305935.1_ASM30593v1_genomic.fna
GCF_000283975.1_ASM28397v1	1090974	33970	Melissococcus plutonius DAT561	/path/to/GCF_000283975.1_ASM28397v1_genomic.fna
GCF_003609715.1_ASM360971v1	1091046	36809	Mycobacteroides abscessus subsp. bolletii BD	/path/to/GCF_003609715.1_ASM360971v1_genomic.fna
GCF_000968535.2_ASM96853v1	1091494	271065	Methylotuvimicrobium alcaliphilum 20Z	/path/to/GCF_000968535.2_ASM96853v1_genomic.fna
GCF_000277895.2_ASM27789v2	1094184	56459	Xanthomonas campestris pv. musacearum NCPPB 4379	/path/to/GCF_000277895.2_ASM27789v2_genomic.fna
GCF_002072815.1_ASM207281v1	1094342	1094342	Alloalcanivorax xenomutans	/path/to/GCF_002072815.1_ASM207281v1_genomic.fna
GCF_000455605.1_GPTSA100-9	1094466	312277	Flavobacterium indicum GPTSA100-9 = DSM 17447	/path/to/GCF_000455605.1_GPTSA100-9_genomic.fna
GCF_000341355.1_ASM34135v1	1094489	388640	Bartonella australis AUST/NH1	/path/to/GCF_000341355.1_ASM34135v1_genomic.fna
GCF_000307585.2_ASM30758v2	1094508	28896	Thermoanaerobacterium saccharolyticum JW/SL-YS485	/path/to/GCF_000307585.2_ASM30758v2_genomic.fna
GCF_000233595.1_ASM23359v1	1095774	553	Pantoea ananatis PA13	/path/to/GCF_000233595.1_ASM23359v1_genomic.fna
GCF_002211765.1_ASM221176v1	1096243	1096243	Idiomarina piscisalsi	/path/to/GCF_002211765.1_ASM221176v1_genomic.fna
GCF_001420995.1_ASM142099v1	1096856	1096856	Pseudonocardia sp. EC080619-01	/path/to/GCF_001420995.1_ASM142099v1_genomic.fna
GCF_001294425.1_ASM129442v1	1096868	1096868	Pseudonocardia sp. EC080625-04	/path/to/GCF_001294425.1_ASM129442v1_genomic.fna
GCF_030168895.1_ASM3016889v1	1099789	343	Xanthomonas translucens pv. hordei	/path/to/GCF_030168895.1_ASM3016889v1_genomic.fna
GCF_030296935.1_ASM3029693v1	1099853	1099853	Coprobacter fastidiosus	/path/to/GCF_030296935.1_ASM3029693v1_genomic.fna
GCF_000238195.1_ASM23819v1	1104321	36855	Brucella canis HSK A52141	/path/to/GCF_000238195.1_ASM23819v1_genomic.fna
GCF_000236475.1_ASM23647v1	1104322	1359	Lactococcus cremoris subsp. cremoris A76	/path/to/GCF_000236475.1_ASM23647v1_genomic.fna
GCF_000235765.1_ASM23576v3	1104326	550	Enterobacter cloacae subsp. dissolvens SDM	/path/to/GCF_000235765.1_ASM23576v3_genomic.fna
GCF_003606285.1_ASM360628v1	1104446	229155	Borrelia turcica IST7	/path/to/GCF_003606285.1_ASM360628v1_genomic.fna
GCF_000277265.1_ASM27726v1	1105099	782	Rickettsia prowazekii str. RpGvF24	/path/to/GCF_000277265.1_ASM27726v1_genomic.fna
GCF_000283935.1_ASM28393v1	1105101	783	Rickettsia rickettsii str. Hlp#2	/path/to/GCF_000283935.1_ASM28393v1_genomic.fna
GCF_000283775.1_ASM28377v1	1105102	783	Rickettsia rickettsii str. Colombia	/path/to/GCF_000283775.1_ASM28377v1_genomic.fna
GCF_000283915.1_ASM28391v1	1105107	788	Rickettsia canadensis str. CA410	/path/to/GCF_000283915.1_ASM28391v1_genomic.fna
GCF_000284195.1_ASM28419v1	1105108	35792	Rickettsia parkeri str. Portsmouth	/path/to/GCF_000284195.1_ASM28419v1_genomic.fna
GCF_000252365.1_ASM25236v1	1105109	35794	Rickettsia slovaca str. D-CWPP	/path/to/GCF_000252365.1_ASM25236v1_genomic.fna
GCF_000284155.1_ASM28415v1	1105110	787	Rickettsia australis str. Cutlack	/path/to/GCF_000284155.1_ASM28415v1_genomic.fna
GCF_000284055.1_ASM28405v1	1105111	33989	Rickettsia amblyommatis str. GAT-30V	/path/to/GCF_000284055.1_ASM28405v1_genomic.fna
GCF_000284075.1_ASM28407v1	1105113	33992	Rickettsia rhipicephali str. 3-7-female6-CWPP	/path/to/GCF_000284075.1_ASM28407v1_genomic.fna
GCF_000284175.1_ASM28417v1	1105114	33991	Rickettsia montanensis str. OSU 85-930	/path/to/GCF_000284175.1_ASM28417v1_genomic.fna
GCF_001855275.1_ASM185527v1	1108595.1	1108595	Chromobacterium vaccinii	/path/to/GCF_001855275.1_ASM185527v1_genomic.fna
GCF_002952135.1_ASM295213v1	1108595.2	1108595	Chromobacterium vaccinii	/path/to/GCF_002952135.1_ASM295213v1_genomic.fna
GCF_002291445.1_ASM229144v1	1109412	1109412	Brenneria goodwinii	/path/to/GCF_002291445.1_ASM229144v1_genomic.fna
GCF_000264455.2_ASM26445v2	1110502	171437	Tistrella mobilis KA081020-065	/path/to/GCF_000264455.2_ASM26445v2_genomic.fna
GCF_000236605.1_ASM23660v1	1111068	33941	Geobacillus thermoleovorans CCB_US3_UF5	/path/to/GCF_000236605.1_ASM23660v1_genomic.fna
GCF_000236585.1_ASM23658v1	1111069	1111069	Thermus sp. CCB_US3_UF1	/path/to/GCF_000236585.1_ASM23658v1_genomic.fna
GCF_000238995.1_ASM23899v1	1111676	136241	Mycoplasma haemocanis str. Illinois	/path/to/GCF_000238995.1_ASM23899v1_genomic.fna
GCF_002355215.1_ASM235521v1	1111760	1111760	Streptococcus troglodytae	/path/to/GCF_002355215.1_ASM235521v1_genomic.fna
GCF_000247715.1_ASM24771v1	1112204	84595	Gordonia polyisoprenivorans VH2	/path/to/GCF_000247715.1_ASM24771v1_genomic.fna
GCF_000236255.1_ASM23625v1	1112912	29461	Brucella suis VBI22	/path/to/GCF_000236255.1_ASM23625v1_genomic.fna
GCF_001010505.1_ASM101050v1	1113728	1113728	Alcanivorax sp. NBRC 101098	/path/to/GCF_001010505.1_ASM101050v1_genomic.fna
GCF_946903285.1_TRV642_V1	1114861	1114861	Flavobacterium collinsii	/path/to/GCF_946903285.1_TRV642_V1_genomic.fna
GCF_024638035.1_ASM2463803v1	1114867	1114867	Flavobacterium plurextorum	/path/to/GCF_024638035.1_ASM2463803v1_genomic.fna
GCF_907163065.1_AM_assembly	1114880	1114880	Aeromonas australiensis	/path/to/GCF_907163065.1_AM_assembly_genomic.fna
GCF_000262145.1_ASM26214v1	1114965	1318	Streptococcus parasanguinis FW213	/path/to/GCF_000262145.1_ASM26214v1_genomic.fna
GCF_000240035.1_ASM24003v1	1114967	1747	Cutibacterium acnes TypeIA2 P.acn17	/path/to/GCF_000240035.1_ASM24003v1_genomic.fna
GCF_000240055.1_ASM24005v1	1114969	1747	Cutibacterium acnes TypeIA2 P.acn31	/path/to/GCF_000240055.1_ASM24005v1_genomic.fna
GCF_000237065.1_ASM23706v1	1114970	1114970	Pseudomonas ogarae	/path/to/GCF_000237065.1_ASM23706v1_genomic.fna
GCF_001029245.1_ASM102924v1	1114980	1114980	Spiroplasma atrichopogonis	/path/to/GCF_001029245.1_ASM102924v1_genomic.fna
GCF_016403105.1_ASM1640310v1	1115757	1115757	Leptolyngbya sp. BL0902	/path/to/GCF_016403105.1_ASM1640310v1_genomic.fna
GCF_000241385.1_ASM24138v1	1116375	1116375	Vibrio sp. EJY3	/path/to/GCF_000241385.1_ASM24138v1_genomic.fna
GCF_000238395.3_ASM23839v4	1117313	394751	Pseudoalteromonas arctica A 37-1-2	/path/to/GCF_000238395.3_ASM23839v4_genomic.fna
GCF_000238255.3_ASM23825v4	1117319	298657	Pseudoalteromonas spongiae UST010723-006	/path/to/GCF_000238255.3_ASM23825v4_genomic.fna
GCF_002022085.1_ASM202208v1	1117645.1	1117645	Elizabethkingia anophelis	/path/to/GCF_002022085.1_ASM202208v1_genomic.fna
GCF_002022045.1_ASM202204v1	1117645.2	1117645	Elizabethkingia anophelis	/path/to/GCF_002022045.1_ASM202204v1_genomic.fna
GCF_002023235.2_ASM202323v2	1117645.3	1117645	Elizabethkingia anophelis	/path/to/GCF_002023235.2_ASM202323v2_genomic.fna
GCF_009697265.1_ASM969726v1	1117645.4	1117645	Elizabethkingia anophelis	/path/to/GCF_009697265.1_ASM969726v1_genomic.fna
GCF_022221405.1_ASM2222140v1	1117645.5	1117645	Elizabethkingia anophelis	/path/to/GCF_022221405.1_ASM2222140v1_genomic.fna
GCF_029873315.1_ASM2987331v1	1117645.6	1117645	Elizabethkingia anophelis	/path/to/GCF_029873315.1_ASM2987331v1_genomic.fna
GCF_927611535.1_EAV_NVH72_complete_genome_sequence	1117645.7	1117645	Elizabethkingia anophelis	/path/to/GCF_927611535.1_EAV_NVH72_complete_genome_sequence_genomic.fna
GCF_927611525.1_EAV_VTKC53_complete_genome_sequence	1117645.8	1117645	Elizabethkingia anophelis	/path/to/GCF_927611525.1_EAV_VTKC53_complete_genome_sequence_genomic.fna
GCF_000240095.2_ASM24009v3	1117646	1117645	Elizabethkingia anophelis Ag1	/path/to/GCF_000240095.2_ASM24009v3_genomic.fna
GCF_000305785.2_ASM30578v2	1117647	447471	Simiduia agarivorans SA1 = DSM 21679	/path/to/GCF_000305785.2_ASM30578v2_genomic.fna
GCF_002966495.1_ASM296649v1	1118153	1118153	Halomonas sp. GFAJ-1	/path/to/GCF_002966495.1_ASM296649v1_genomic.fna
GCF_014961145.1_ASM1496114v1	1118202	1118202	Cruoricaptor ignavus	/path/to/GCF_014961145.1_ASM1496114v1_genomic.fna
GCF_010731755.1_ASM1073175v1	1118379	1118379	Mycolicibacter minnesotensis	/path/to/GCF_010731755.1_ASM1073175v1_genomic.fna
GCF_000294695.2_ASM29469v2	1118963	1118963	Arthrobacter sp. Rue61a	/path/to/GCF_000294695.2_ASM29469v2_genomic.fna
GCF_009498215.1_ASM949821v1	1120045	1120045	Rhizobium grahamii	/path/to/GCF_009498215.1_ASM949821v1_genomic.fna
GCF_025148125.1_ASM2514812v1	1121115	418240	Blautia wexlerae DSM 19850	/path/to/GCF_025148125.1_ASM2514812v1_genomic.fna
GCF_005484965.1_ASM548496v1	1121120	55210	Brenneria nigrifluens DSM 30175 = ATCC 13028	/path/to/GCF_005484965.1_ASM548496v1_genomic.fna
GCF_002104335.1_ASM210433v1	1121267	374106	Campylobacter cuniculorum DSM 23162 = LMG 24588	/path/to/GCF_002104335.1_ASM210433v1_genomic.fna
GCF_002006355.2_ASM200635v2	1121310	36839	Clostridium felsineum DSM 794	/path/to/GCF_002006355.2_ASM200635v2_genomic.fna
GCF_000331995.1_ASM33199v1	1121335	1510	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	/path/to/GCF_000331995.1_ASM33199v1_genomic.fna
GCF_001697245.1_ASM169724v1	1121336	1510	Thermoclostridium stercorarium subsp. thermolacticum DSM 2910	/path/to/GCF_001697245.1_ASM169724v1_genomic.fna
GCF_000344785.1_ASM34478v1	1121353	1721	Corynebacterium callunae DSM 20147	/path/to/GCF_000344785.1_ASM34478v1_genomic.fna
GCF_030440535.1_ASM3044053v1	1121354	131081	Corynebacterium capitovis DSM 44611	/path/to/GCF_030440535.1_ASM3044053v1_genomic.fna
GCF_030440555.1_ASM3044055v1	1121355	234828	Corynebacterium caspium DSM 44850	/path/to/GCF_030440555.1_ASM3044055v1_genomic.fna
GCF_030440575.1_ASM3044057v1	1121356	227319	Corynebacterium ciconiae DSM 44920	/path/to/GCF_030440575.1_ASM3044057v1_genomic.fna
GCF_000341345.1_ASM34134v1	1121362	225326	Corynebacterium halotolerans YIM 70093 = DSM 44683	/path/to/GCF_000341345.1_ASM34134v1_genomic.fna
GCF_028609805.1_ASM2860980v1	1121364	441501	Corynebacterium massiliense DSM 45435	/path/to/GCF_028609805.1_ASM2860980v1_genomic.fna
GCF_013376455.1_ASM1337645v1	1121464	63561	Desulfovibrio sulfodismutans DSM 3696	/path/to/GCF_013376455.1_ASM1337645v1_genomic.fna
GCF_002043005.1_ASM204300v1	1122214	293089	Martelella mediterranea DSM 17316	/path/to/GCF_002043005.1_ASM204300v1_genomic.fna
GCF_900603025.1_MHAS	1122247	46351	Mycolicibacterium hassiacum DSM 44199	/path/to/GCF_900603025.1_MHAS_genomic.fna
GCF_019397265.1_ASM1939726v1	1122611	404386	Nonomuraea coxensis DSM 45129	/path/to/GCF_019397265.1_ASM1939726v1_genomic.fna
GCF_001953955.1_ASM195395v1	1122984	28131	Prevotella intermedia ATCC 25611 = DSM 20706	/path/to/GCF_001953955.1_ASM195395v1_genomic.fna
GCF_000818015.1_ASM81801v1	1123016	74829	Stutzerimonas balearica DSM 6083	/path/to/GCF_000818015.1_ASM81801v1_genomic.fna
GCF_018398935.1_ASM1839893v1	1123043	1123043	Telmatocola sphagniphila	/path/to/GCF_018398935.1_ASM1839893v1_genomic.fna
GCF_008386315.1_ASM838631v1	1123251	247333	Serinicoccus marinus DSM 15273	/path/to/GCF_008386315.1_ASM838631v1_genomic.fna
GCF_000512205.2_ASM51220v2	1123269	397260	Sphingomonas sanxanigenens DSM 19645 = NX02	/path/to/GCF_000512205.2_ASM51220v2_genomic.fna
GCF_020906275.1_ASM2090627v1	1123271	394733	Parasphingorhabdus litoris DSM 22379	/path/to/GCF_020906275.1_ASM2090627v1_genomic.fna
GCF_000300235.2_ASM30023v2	1123366	220697	Thalassospira xiamenensis M-5 = DSM 17429	/path/to/GCF_000300235.2_ASM30023v2_genomic.fna
GCF_000504085.1_ASM50408v1	1123383	38322	Pseudothermotoga elfii DSM 9442 = NBRC 107921	/path/to/GCF_000504085.1_ASM50408v1_genomic.fna
GCF_000816145.1_ASM81614v1	1123384	57487	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	/path/to/GCF_000816145.1_ASM81614v1_genomic.fna
GCF_024347055.1_ASM2434705v1	1123496	435912	Vibrio porteresiae DSM 19223	/path/to/GCF_024347055.1_ASM2434705v1_genomic.fna
GCF_002355775.1_ASM235577v1	1124626	1809	Mycobacterium ulcerans subsp. shinshuense	/path/to/GCF_002355775.1_ASM235577v1_genomic.fna
GCF_003815695.1_ASM381569v1	1124835	1124835	Chryseobacterium carnipullorum	/path/to/GCF_003815695.1_ASM381569v1_genomic.fna
GCF_000286435.2_ASM28643v2	1124991	582	Morganella morganii subsp. morganii KT	/path/to/GCF_000286435.2_ASM28643v2_genomic.fna
GCF_000835085.1_ASM83508v1	1124992	2095	Mycoplasma capricolum subsp. capripneumoniae 87001	/path/to/GCF_000835085.1_ASM83508v1_genomic.fna
GCF_001281385.1_ASM128138v1	1125411	1427364	Candidatus Pseudothioglobus singularis PS1	/path/to/GCF_001281385.1_ASM128138v1_genomic.fna
GCF_000240185.1_ASM24018v2	1125630	573	Klebsiella pneumoniae subsp. pneumoniae HS11286	/path/to/GCF_000240185.1_ASM24018v2_genomic.fna
GCF_000967425.1_ASM96742v1	1125847	1125847	Pseudorhizobium banfieldiae	/path/to/GCF_000967425.1_ASM96742v1_genomic.fna
GCF_018326425.1_ASM1832642v1	1125966	1125966	Polycladomyces abyssicola	/path/to/GCF_018326425.1_ASM1832642v1_genomic.fna
GCF_000961095.1_ASM96109v1	1126833	1126833	Paenibacillus beijingensis	/path/to/GCF_000961095.1_ASM96109v1_genomic.fna
GCF_000284035.1_ASM28403v1	1127134	135487	Nocardia cyriacigeorgica GUH-2	/path/to/GCF_000284035.1_ASM28403v1_genomic.fna
GCF_000259365.1_ASM25936v1	1127744	1127744	Bacillus sp. JS	/path/to/GCF_000259365.1_ASM25936v1_genomic.fna
GCF_003177055.1_ASM317705v1	1128330	380	Sinorhizobium fredii CCBAU 25509	/path/to/GCF_003177055.1_ASM317705v1_genomic.fna
GCF_003100575.1_ASM310057v1	1128331	380	Sinorhizobium fredii CCBAU 45436	/path/to/GCF_003100575.1_ASM310057v1_genomic.fna
GCF_002288485.1_ASM228848v1	1128334	380	Sinorhizobium fredii CCBAU 83666	/path/to/GCF_002288485.1_ASM228848v1_genomic.fna
GCF_000299355.1_ASM29935v1	1128398	1556	Gottschalkia acidurici 9a	/path/to/GCF_000299355.1_ASM29935v1_genomic.fna
GCF_022869165.1_ASM2286916v1	1129264	1129264	Sphaerochaeta associata	/path/to/GCF_022869165.1_ASM2286916v1_genomic.fna
GCF_000347635.1_ASM34763v1	1129794	326544	Paraglaciecola psychrophila 170	/path/to/GCF_000347635.1_ASM34763v1_genomic.fna
GCF_027474845.2_ASM2747484v2	1130723	1130723	Maribacter aestuarii	/path/to/GCF_027474845.2_ASM2747484v2_genomic.fna
GCF_000248095.2_ASM24809v3	1130798	97478	Limosilactobacillus mucosae LM1	/path/to/GCF_000248095.2_ASM24809v3_genomic.fna
GCF_000723425.2_E11	1131442	1781	Mycobacterium marinum E11	/path/to/GCF_000723425.2_E11_genomic.fna
